iteration,train_start,train_end,test_end,model,index,mae,rmse,mae_roll,rmse_roll,high_error_regime,cusum_rmse,cusumsq_rmse
1,2000-01-04,2009-08-31,2009-11-26,EGARCH,IBEX,0.0139288311772359,0.016842919901281,0.0139288311772359,0.016842919901281,0,-0.0984682281923005,0.009695991963330963
2,2000-03-31,2009-11-26,2010-02-23,EGARCH,IBEX,0.0165224773617437,0.0215176343585346,0.0152256542694898,0.0191802771299078,0,0.48007714410997093,0.34441073977570485
3,2000-06-28,2010-02-23,2010-05-21,EGARCH,IBEX,0.0239606326657475,0.0330766647157073,0.018137313734909,0.0238124063251743,1,2.732654338439958,5.41851475619126
4,2000-09-25,2010-05-21,2010-08-18,EGARCH,IBEX,0.0209777952560963,0.0260828506366811,0.0188474341152058,0.024380017403051,1,3.9723552824389423,6.955373186743232
5,2000-12-21,2010-08-18,2010-11-15,EGARCH,IBEX,0.0140220744512636,0.0165699569533369,0.0188707449337127,0.0243117766660649,1,3.834355307467435,6.974417179835369
6,2001-03-20,2010-11-15,2011-02-10,EGARCH,IBEX,0.0174645290580925,0.0207204925829415,0.0191062578577999,0.0241124912221666,1,4.2974549496542505,7.188878458428925
7,2001-06-15,2011-02-10,2011-05-10,EGARCH,IBEX,0.0131626590802256,0.0153637208423982,0.0164067644614195,0.0196842552538394,0,3.9847623255422104,7.286655135602999
8,2001-09-12,2011-05-10,2011-08-05,EGARCH,IBEX,0.0196691219203375,0.0232280762352728,0.0160795961274798,0.0189705616534873,0,4.811021739845573,7.969359755327933
9,2001-12-10,2011-08-05,2011-11-02,EGARCH,IBEX,0.0270741332657348,0.0340957288690047,0.0193426108310976,0.0233520046324042,1,7.211184481457126,13.730140941548225
10,2002-03-07,2011-11-02,2012-01-30,EGARCH,IBEX,0.0207417584179493,0.0244882781274167,0.0201619181710618,0.024293951018523,1,8.219952116990251,14.747753084047318
11,2002-06-04,2012-01-30,2012-04-26,EGARCH,IBEX,0.0193141946086512,0.0242390516974333,0.0216998020531682,0.0265127837322818,1,9.192625637204813,15.693846860973904
12,2002-08-30,2012-04-26,2012-07-24,EGARCH,IBEX,0.0254393127660071,0.0311447542141221,0.0231423497645856,0.0284919532269942,1,11.165414686938718,19.585743495723904
13,2002-11-27,2012-07-24,2012-10-19,EGARCH,IBEX,0.0200165991086107,0.0237401483475498,0.0213779662253045,0.0259030580966304,1,12.065834734499065,20.39649975777248
14,2003-02-24,2012-10-19,2013-01-16,EGARCH,IBEX,0.0118772915349776,0.0142507818100453,0.0191618495045616,0.0233436840172876,1,11.591961172318168,20.621055910706495
15,2003-05-22,2013-01-16,2013-04-15,EGARCH,IBEX,0.0171061034268332,0.020867857548797,0.0186098267091071,0.0225008854801285,1,12.076402885134728,20.85573968382314
16,2003-08-19,2013-04-15,2013-07-11,EGARCH,IBEX,0.0152572305906237,0.0181461901232696,0.0160643061652613,0.0192512444574154,0,12.166680231345753,20.863889683062045
17,2003-11-14,2013-07-11,2013-10-08,EGARCH,IBEX,0.0095938392270114,0.0129501958760814,0.0134586161948614,0.0165537563395483,0,11.50444984567177,21.302438766771957
18,2004-02-11,2013-10-08,2014-01-03,EGARCH,IBEX,0.0102789009611942,0.0127137769151727,0.0130590185514156,0.0161695051158301,0,10.807980181125549,21.787508760405082
19,2004-05-10,2014-01-03,2014-04-02,EGARCH,IBEX,0.0115912362618578,0.0146664139963013,0.0116803017601717,0.0146191442277062,0,10.394300379541512,21.95863973864369
20,2004-08-05,2014-04-02,2014-06-30,EGARCH,IBEX,0.0096973286952475,0.0117431005735331,0.0102903262863277,0.0130183718402721,0,9.557252912655166,22.659288200464538
21,2004-11-02,2014-06-30,2014-09-25,EGARCH,IBEX,0.0124614937630599,0.0149558373281838,0.0110072399203398,0.0135197822032977,0,9.185488726190865,22.797496810802002
22,2005-01-28,2014-09-25,2014-12-23,EGARCH,IBEX,0.0178498180317325,0.0220137983558597,0.0128999691879744,0.0158447875634694,0,9.835890845538643,23.220519727654082
23,2005-04-27,2014-12-23,2015-03-20,EGARCH,IBEX,0.0134933215611021,0.0173281255106802,0.0133754905127855,0.0165102154420642,0,9.807692320363135,23.221314884476158
24,2005-07-25,2015-03-20,2015-06-17,EGARCH,IBEX,0.0122637093257634,0.0150852608431339,0.0140170856704144,0.0173457555094644,0,9.454671841273104,23.345938343133113
25,2005-10-20,2015-06-17,2015-09-14,EGARCH,IBEX,0.0201209778428025,0.024684668894122,0.0159319566903501,0.0197779634009489,0,10.491881688900005,24.42174261114733
26,2006-01-17,2015-09-14,2015-12-10,EGARCH,IBEX,0.0156857454265717,0.0191273153154795,0.0153909385390599,0.0190563426408538,0,10.724250087941707,24.475737684020533
27,2006-04-14,2015-12-10,2016-03-08,EGARCH,IBEX,0.0233513866037989,0.0291946731230665,0.0178554547997341,0.0220229795439504,0,12.414619444925528,27.333086247050428
28,2006-07-12,2016-03-08,2016-06-03,EGARCH,IBEX,0.0157933727526827,0.0183551488794877,0.0187378706564639,0.0228404515530389,1,12.535159157147502,27.347616069272984
29,2006-10-09,2016-06-03,2016-08-31,EGARCH,IBEX,0.0200741935861648,0.0288882498602824,0.0187261745923045,0.023891346794579,1,14.181150891003805,30.056904857196262
30,2007-01-04,2016-08-31,2016-11-28,EGARCH,IBEX,0.0129030076034865,0.0151005569324957,0.0180304901365332,0.022884657198833,1,13.83034566177064,30.179969166053596
31,2007-04-03,2016-11-28,2017-02-23,EGARCH,IBEX,0.0092875466733028,0.0106660192272329,0.0145145301539092,0.0182524937248746,0,12.837310331464579,31.16608833328966
32,2007-06-29,2017-02-23,2017-05-23,EGARCH,IBEX,0.0081099029638052,0.010066953621756,0.0125936627066898,0.0161804449104417,0,11.757515570993311,32.332045058030864
33,2007-09-26,2017-05-23,2017-08-18,EGARCH,IBEX,0.0110973099719165,0.012999590085802,0.0103494418031277,0.0122082799668216,0,11.102438681446698,32.76117078924893
34,2007-12-24,2017-08-18,2017-11-15,EGARCH,IBEX,0.0131767017757733,0.0145308904963291,0.0104178653461994,0.0120658633577799,0,10.669131744663968,32.94892569071296
35,2008-03-20,2017-11-15,2018-02-12,EGARCH,IBEX,0.0103431193221132,0.0129549763430736,0.010681758508402,0.0126381026367401,0,10.0075936881579,33.386558290918785
36,2008-06-17,2018-02-12,2018-05-10,EGARCH,IBEX,0.0104446337802659,0.0125731471641885,0.0112654412125172,0.0132646510223482,0,9.290757377708262,33.900412586897836
37,2008-09-12,2018-05-10,2018-08-07,EGARCH,IBEX,0.0113173510119497,0.0137051201910027,0.0113204514725255,0.0134410335486484,0,8.737858595754528,34.20610964998376
38,2008-12-10,2018-08-07,2018-11-02,EGARCH,IBEX,0.0118544062674749,0.013869941100029,0.0109898775954509,0.0132757961995734,0,8.208829934227836,34.48598097470048
39,2009-03-09,2018-11-02,2019-01-30,EGARCH,IBEX,0.0122581978514776,0.0146387053943862,0.011468647227792,0.0136967284624015,0,7.791137245756536,34.66044815670286
40,2009-06-04,2019-01-30,2019-04-29,EGARCH,IBEX,0.0082827360072097,0.0099158643968315,0.0109281727845279,0.0130324077705623,0,6.689461050366104,35.8741385961928
41,2009-09-01,2019-04-29,2019-07-25,EGARCH,IBEX,0.0097542173309596,0.0115631809519304,0.0105373893642804,0.0124969229607942,0,5.826356798207695,36.61908754628673
42,2009-11-27,2019-07-25,2019-10-22,EGARCH,IBEX,0.0109952038629527,0.013928562343806,0.0103225887631499,0.0125115782717385,0,5.305817934224328,36.89004825520382
43,2010-02-24,2019-10-22,2020-01-17,EGARCH,IBEX,0.0083680007409111,0.009840780425833,0.0093500394855082,0.0113120970296002,0,4.193267733585031,38.12781620414636
44,2010-05-24,2020-01-17,2020-04-15,EGARCH,IBEX,0.0299546215771235,0.0450121214519933,0.0147680108779867,0.0200861612933906,0,8.17439254562929,53.9771709732208
45,2010-08-19,2020-04-15,2020-07-13,EGARCH,IBEX,0.0220673085861324,0.0263336216545303,0.0178462836917799,0.0237787714690406,1,9.450411299249852,55.60539483281217
46,2010-11-16,2020-07-13,2020-10-08,EGARCH,IBEX,0.0165364216899493,0.0197763769391482,0.019231588148529,0.0252407251178761,1,9.776779781248699,55.711911218854404
47,2011-02-11,2020-10-08,2021-01-05,EGARCH,IBEX,0.0144565853043962,0.0184889196263585,0.0207537342894003,0.0274027599180075,1,9.91669278692164,55.73148686801084
48,2011-05-11,2021-01-05,2021-04-02,EGARCH,IBEX,0.011717036503069,0.0141728241570904,0.0161943380208867,0.0196929355942818,0,9.4315290396833,55.96687072964519
49,2011-08-08,2021-04-02,2021-06-30,EGARCH,IBEX,0.0092687346103901,0.0118447664280247,0.0129946945269511,0.0160707217876554,0,8.60920528840057,56.643087081568886
50,2011-11-03,2021-06-30,2021-09-27,EGARCH,IBEX,0.0115923769056695,0.0142282171534956,0.0117586833308812,0.0146836818412422,0,8.132063809106377,56.870751072831936
51,2012-01-31,2021-09-27,2021-12-23,EGARCH,IBEX,0.0138442655225403,0.0176671095379215,0.0116056033854172,0.014478229319133,0,8.152958506392121,56.8711876612066
52,2012-04-27,2021-12-23,2022-03-22,EGARCH,IBEX,0.015444156447723,0.0202881750280528,0.0125373833715807,0.0160070670368736,0,8.55344793632564,57.03157944469507
53,2012-07-25,2022-03-22,2022-06-17,EGARCH,IBEX,0.0146925473717887,0.0182689262000558,0.0138933365619303,0.0176131069798814,0,8.661500484426627,57.04325479784619
54,2012-10-22,2022-06-17,2022-09-14,EGARCH,IBEX,0.0135237835168313,0.0160954613041814,0.0143761882147208,0.0180799180175528,0,8.454781872030043,57.085987382557356
55,2013-01-17,2022-09-14,2022-12-12,EGARCH,IBEX,0.0123294793857938,0.0154191207264982,0.0139974916805342,0.017517920814697,0,8.15011251336972,57.17881080066385
56,2013-04-16,2022-12-12,2023-03-09,EGARCH,IBEX,0.0076896278526539,0.0096566346867603,0.0120588595317669,0.0148600357293739,0,7.0108934817322215,58.476630802708925
57,2013-07-12,2023-03-09,2023-06-06,EGARCH,IBEX,0.0121094208399157,0.0162311955294145,0.0114130778987986,0.0143506030617136,0,6.823832522733657,58.51162260509039
58,2013-10-09,2023-06-06,2023-09-01,EGARCH,IBEX,0.0095724194512381,0.0114777657273385,0.0104252368824003,0.0131961791675028,0,5.948358045769691,59.278078164905715
59,2014-01-06,2023-09-01,2023-11-29,EGARCH,IBEX,0.0098056633304649,0.0118582613876303,0.0097942828685681,0.0123059643327858,0,5.127988696466945,59.95108403418113
60,2014-04-03,2023-11-29,2024-02-26,EGARCH,IBEX,0.0086390445152159,0.0105203847762227,0.0100316370342086,0.0125219018551514,0,4.113861916632565,60.97953715975838
61,2014-07-01,2024-02-26,2024-05-23,EGARCH,IBEX,0.0083811995069165,0.010507413461572,0.0090995817009588,0.0110909563381908,0,3.0978565714836366,62.01180402112957
62,2014-09-26,2024-05-23,2024-08-20,EGARCH,IBEX,0.0115938450901644,0.0143074542408713,0.0096049381106904,0.011798378466574,0,2.632190570811177,62.22864884531185
63,2014-12-24,2024-08-20,2024-11-15,EGARCH,IBEX,0.0086550853929079,0.0111480533240284,0.0093172936263011,0.0116208264506735,0,1.7089656305122094,63.08099313570188
64,2015-03-23,2024-11-15,2025-02-12,EGARCH,IBEX,0.008798996894568,0.0104991492673373,0.0093572817211392,0.0116155175734522,0,0.6917634268288864,64.11569345888009
65,2015-06-18,2025-02-12,2025-05-12,EGARCH,IBEX,0.0126663451714393,0.019055901669549,0.0104285681372699,0.0137526396254464,0,0.9137893739416094,64.16498898007139
66,2015-09-15,2025-05-12,2025-08-07,EGARCH,IBEX,0.0089264376918743,0.0112132050114257,0.0097617162876973,0.012979077318085,0,5.329070518200751e-15,64.99999999999997
1,2000-01-04,2009-08-31,2009-11-26,EGARCH,SPX,0.0103057030319476,0.0131542584242885,0.0103057030319476,0.0131542584242885,0,-0.009041861634312597,8.175526181405407e-05
2,2000-03-31,2009-11-26,2010-02-23,EGARCH,SPX,0.0105303692493242,0.0134639083435182,0.0104180361406359,0.0133090833839033,0,0.02746490718254074,0.0014144994312612293
3,2000-06-28,2010-02-23,2010-05-21,EGARCH,SPX,0.0103988822046337,0.0155422554363326,0.0104116514953018,0.0140534740680464,0,0.3696906760732633,0.11853297632410746
4,2000-09-25,2010-05-21,2010-08-18,EGARCH,SPX,0.0172145738910834,0.0203162140044424,0.0121123820942472,0.0156191590521454,1,1.4141522961760353,1.2094330521918149
5,2000-12-21,2010-08-18,2010-11-15,EGARCH,SPX,0.0096798667856074,0.0118905031573483,0.0119559230326621,0.0153032202354103,1,1.2192155963393791,1.2474333691350215
6,2001-03-20,2010-11-15,2011-02-10,EGARCH,SPX,0.0062436147050745,0.008034660152086,0.0108842343965997,0.0139459081875523,0,0.45709525711632426,1.8282607805924858
7,2001-06-15,2011-02-10,2011-05-10,EGARCH,SPX,0.0082974285642686,0.0107991522323009,0.0103588709865084,0.0127601323865444,0,0.101623911893091,1.9546206578673009
8,2001-09-12,2011-05-10,2011-08-05,EGARCH,SPX,0.01281569582225,0.0164901911140244,0.0092591514693001,0.0118036266639399,0,0.5832883474628456,2.186621286360031
9,2001-12-10,2011-08-05,2011-11-02,EGARCH,SPX,0.0231084934821935,0.0297845129521613,0.0126163081434466,0.0162771291126431,1,3.0205100588443594,8.126670956789466
10,2002-03-07,2011-11-02,2012-01-30,EGARCH,SPX,0.0147889493744969,0.018471042513778,0.0147526418108022,0.0188862247030661,1,3.793552152804918,8.724265035824391
11,2002-06-04,2012-01-30,2012-04-26,EGARCH,SPX,0.0072590816535795,0.0090608971170631,0.0144930550831299,0.0184516609242567,1,3.18238837894881,9.09778619429843
12,2002-08-30,2012-04-26,2012-07-24,EGARCH,SPX,0.0124479905154042,0.0147154064058726,0.0144011287564185,0.0180079647472187,1,3.4029869857171695,9.146449939606573
13,2002-11-27,2012-07-24,2012-10-19,EGARCH,SPX,0.0076443799894511,0.008877864912528,0.0105351003832329,0.0127813027373104,0,2.7648996904024714,9.5536053360486
14,2003-02-24,2012-10-19,2013-01-16,EGARCH,SPX,0.0096670258059927,0.0113766536032416,0.0092546194911068,0.0110077055096763,0,2.4943771693076466,9.6267877704681
15,2003-05-22,2013-01-16,2013-04-15,EGARCH,SPX,0.0060671720409499,0.0082494083369388,0.0089566420879494,0.0108048333146452,0,1.763845682864698,10.160464023152644
16,2003-08-19,2013-04-15,2013-07-11,EGARCH,SPX,0.0085497353987922,0.0112922386473016,0.0079820783087964,0.0099490413750025,0,1.4809059596526324,10.240518910123964
17,2003-11-14,2013-07-11,2013-10-08,EGARCH,SPX,0.0078243711262656,0.0093621429419404,0.0080270760930001,0.0100701108823556,0,0.9140545976532,10.561839376724576
18,2004-02-11,2013-10-08,2014-01-03,EGARCH,SPX,0.0060717078522889,0.0073934726823811,0.0071282466045741,0.0090743156521404,0,0.05761738865617905,11.295324069679182
19,2004-05-10,2014-01-03,2014-04-02,EGARCH,SPX,0.0078196533852607,0.0102198747425211,0.0075663669406518,0.009566932253536,0,-0.38306404277116657,11.489524193684037
20,2004-08-05,2014-04-02,2014-06-30,EGARCH,SPX,0.0067084533725507,0.0087374588735018,0.0071060464340914,0.0089282373100861,0,-1.0418046707288235,11.923463408606086
21,2004-11-02,2014-06-30,2014-09-25,EGARCH,SPX,0.0065313627305503,0.00844321098951,0.0067827943351626,0.0086985043219785,0,-1.74382833316077,12.41630063122045
22,2005-01-28,2014-09-25,2014-12-23,EGARCH,SPX,0.0089917693623501,0.0118686330952186,0.0075128097126779,0.0098172944251878,0,-1.9419820575016398,12.455565529690608
23,2005-04-27,2014-12-23,2015-03-20,EGARCH,SPX,0.0098927814851117,0.0122504148760602,0.0080310917376407,0.0103249294585726,0,-2.083976757833069,12.47572802461282
24,2005-07-25,2015-03-20,2015-06-17,EGARCH,SPX,0.0088752072481174,0.0102765252438201,0.0085727802065323,0.0107096960511522,0,-2.516325060173992,12.662653079149898
25,2005-10-20,2015-06-17,2015-09-14,EGARCH,SPX,0.0139166948037373,0.0183618940245086,0.0104191132248291,0.0131893668099018,0,-1.7593384013784172,13.235681880744385
26,2006-01-17,2015-09-14,2015-12-10,EGARCH,SPX,0.0112467107032754,0.0134592477829058,0.0109828485600604,0.0135870204818236,0,-1.7235171878930737,13.236965040079948
27,2006-04-14,2015-12-10,2016-03-08,EGARCH,SPX,0.0158925629216969,0.0193483923631797,0.0124827939192067,0.0153615148536035,1,-0.8214194036672122,14.050745452385158
28,2006-07-12,2016-03-08,2016-06-03,EGARCH,SPX,0.0072211645294005,0.0086452299622705,0.0120692832395275,0.0149536910332161,0,-1.4937266445438657,14.502742478520336
29,2006-10-09,2016-06-03,2016-08-31,EGARCH,SPX,0.0077936133387377,0.0103262648477682,0.0105385128732776,0.012944783739031,0,-1.9187583913221222,14.683394464289712
30,2007-01-04,2016-08-31,2016-11-28,EGARCH,SPX,0.0087829883736959,0.0105990680292964,0.0099225822908827,0.0122297388006287,0,-2.303661558922185,14.831544912718273
31,2007-04-03,2016-11-28,2017-02-23,EGARCH,SPX,0.0046616374330654,0.0055566398586473,0.0071148509187248,0.0087818006744956,0,-3.4302916996562853,16.100840386728812
32,2007-06-29,2017-02-23,2017-05-23,EGARCH,SPX,0.0057837107777072,0.0068794788862132,0.0067554874808015,0.0083403629054812,0,-4.362335947512169,16.969546866690052
33,2007-09-26,2017-05-23,2017-08-18,EGARCH,SPX,0.0054940211624904,0.0067472007903144,0.0061805894367397,0.0074455968911178,0,-5.313837930483459,17.87490289028835
34,2007-12-24,2017-08-18,2017-11-15,EGARCH,SPX,0.0040904246885208,0.0048983912598061,0.0050074485154459,0.0060204276987452,0,-6.537294585005133,19.371749075781718
35,2008-03-20,2017-11-15,2018-02-12,EGARCH,SPX,0.0066510833135329,0.0118331348965603,0.0055048099855628,0.0075895514582235,0,-6.740669994326226,19.41311063289824
36,2008-06-17,2018-02-12,2018-05-10,EGARCH,SPX,0.0136545568872094,0.0166232640953728,0.0074725215129383,0.0100254977605134,0,-6.239430898231607,19.66435126435199
37,2008-09-12,2018-05-10,2018-08-07,EGARCH,SPX,0.0065598913106255,0.0079432127298447,0.0077389890499721,0.0103245007453959,0,-7.015002895545653,20.265863187369686
38,2008-12-10,2018-08-07,2018-11-02,EGARCH,SPX,0.0097256413771909,0.0139886592290891,0.0091477932221396,0.0125970677377167,0,-6.901306750334806,20.27879000080549
39,2009-03-09,2018-11-02,2019-01-30,EGARCH,SPX,0.0165259250378552,0.0201853901531608,0.0116165036532202,0.0146851315518668,0,-5.876088950062658,21.32986153880035
40,2009-06-04,2019-01-30,2019-04-29,EGARCH,SPX,0.0057910079732073,0.0071424080659832,0.0096506164247197,0.0123149175445194,0,-6.769457056571681,22.127968112527867
41,2009-09-01,2019-04-29,2019-07-25,EGARCH,SPX,0.0082870022783821,0.0106311748699523,0.0100823941666588,0.0129869080795463,0,-7.149637398396015,22.272505204837536
42,2009-11-27,2019-07-25,2019-10-22,EGARCH,SPX,0.0106676169488601,0.0143078448439746,0.0103178880595761,0.0130667044832677,0,-6.988989948776905,22.29831280790666
43,2010-02-24,2019-10-22,2020-01-17,EGARCH,SPX,0.004288468154887,0.0052002611818168,0.0072585238388341,0.0093204222404317,0,-8.168042388512436,23.688477463552967
44,2010-05-24,2020-01-17,2020-04-15,EGARCH,SPX,0.0319679252009088,0.0484078799655798,0.0138027531457595,0.0196367902153308,1,-2.9913758745589467,50.48635366024034
45,2010-08-19,2020-04-15,2020-07-13,EGARCH,SPX,0.0156851076758808,0.0203447990853686,0.0156522794951341,0.0220651962691849,1,-1.9427094696115244,51.58605488910569
46,2010-11-16,2020-07-13,2020-10-08,EGARCH,SPX,0.0112877401250982,0.0161926831485211,0.0158073102891937,0.0225364058453215,1,-1.5048076173187113,51.77781292134716
47,2011-02-11,2020-10-08,2021-01-05,EGARCH,SPX,0.009582216643118,0.0126127845281936,0.0171307474112514,0.0243895366819157,1,-1.593498763065655,51.78567904068107
48,2011-05-11,2021-01-05,2021-04-02,EGARCH,SPX,0.0095292446604003,0.0123313059807249,0.0115210772761243,0.015370393185702,1,-1.7235946098713844,51.80260397003717
49,2011-08-08,2021-04-02,2021-06-30,EGARCH,SPX,0.0071436441861231,0.0091525822268809,0.0093857114036849,0.0125723389710801,0,-2.321271762463859,52.15982194876822
50,2011-11-03,2021-06-30,2021-09-27,EGARCH,SPX,0.0069201478701232,0.0087546228185311,0.0082938133399411,0.0107128238885826,0,-2.9774876224798077,52.59044120370469
51,2012-01-31,2021-09-27,2021-12-23,EGARCH,SPX,0.008774614945699,0.0122409034282261,0.0080919129155864,0.0106198536135907,0,-3.1208814299820986,52.61100298773469
52,2012-04-27,2021-12-23,2022-03-22,EGARCH,SPX,0.0154611964976524,0.0189473927271612,0.0095749008748994,0.0122738753001998,0,-2.277769562101688,53.32184060949549
53,2012-07-25,2022-03-22,2022-06-17,EGARCH,SPX,0.0210324445282859,0.0263860375182815,0.0130471009604401,0.0165822391230499,1,-0.3404540093274002,57.075032160516635
54,2012-10-22,2022-06-17,2022-09-14,EGARCH,SPX,0.0144363551607619,0.0177280146510914,0.0149261527830998,0.01882558708119,1,0.3232907800621664,57.515589305958436
55,2013-01-17,2022-09-14,2022-12-12,EGARCH,SPX,0.0186845417262508,0.0220154244870086,0.0174036344782377,0.0212692173458856,1,1.6177014733689328,59.19108834890534
56,2013-04-16,2022-12-12,2023-03-09,EGARCH,SPX,0.0128933333155332,0.0154570991743336,0.0167616686827079,0.0203966439576787,1,1.9474009961103134,59.29979012420123
57,2013-07-12,2023-03-09,2023-06-06,EGARCH,SPX,0.0094502123144367,0.0114281370152405,0.0138661106292456,0.0166571688319185,1,1.6844515398279598,59.36893254076042
58,2013-10-09,2023-06-06,2023-09-01,EGARCH,SPX,0.0074477502320492,0.009145930748208,0.0121189593970674,0.0145116478561976,0,1.085795973468159,59.72732102789399
59,2014-01-06,2023-09-01,2023-11-29,EGARCH,SPX,0.0099866548328645,0.0122308362782728,0.0099444876737209,0.0120655008040137,0,0.9409213165793742,59.74830969410264
60,2014-04-03,2023-11-29,2024-02-26,EGARCH,SPX,0.0062099018312589,0.0078115355699076,0.0082736298026523,0.0101541099029072,0,0.14597998013630764,60.380241422488524
61,2014-07-01,2024-02-26,2024-05-23,EGARCH,SPX,0.0079901856568204,0.0100589097636786,0.0079086231382482,0.0098118030900167,0,-0.3183789460409657,60.59587063480903
62,2014-09-26,2024-05-23,2024-08-20,EGARCH,SPX,0.0083073225892944,0.0120841798234442,0.0081235162275595,0.0105463653588258,0,-0.48482635412207625,60.62357537446595
63,2014-12-24,2024-08-20,2024-11-15,EGARCH,SPX,0.0084689260813583,0.010604608269749,0.007744084039683,0.0101398083566948,0,-0.8689145679652837,60.771099130479215
64,2015-03-23,2024-11-15,2025-02-12,EGARCH,SPX,0.0085828380422221,0.0110692544518265,0.0083373180924238,0.0109542380771745,0,-1.1846546379089486,60.870790922247245
65,2015-06-18,2025-02-12,2025-05-12,EGARCH,SPX,0.0196394343119004,0.0261420873289337,0.0112496302561937,0.0149750324684883,0,0.7167765295222506,64.48623140672602
66,2015-09-15,2025-05-12,2025-08-07,EGARCH,SPX,0.0065746760605193,0.0083429176534059,0.010816468624,0.0140397169259787,0,-3.3306690738754696e-15,64.99999999999999
